Metry_kwadratowe,Liczba_pokoi,Podworko,Basen,Pietra,Kod_pocztowy,Prestiz,Liczba_poprzednich_wlascicieli,Zbudowany,Instalacja_odgromowa,Piwnica,Strych,Garaz,Magazyn,Goscinny,Cena
96708,48,0,0,65,42834,8,8,2009,1,3964,7743,871,0,2,9677130.9
50449,16,0,1,20,64129,6,10,2012,0,2024,1211,866,0,9,5050044.2
62366,36,0,0,41,66682,7,5,2020,0,7835,2613,178,1,8,6240017.0
56878,60,0,1,62,33253,7,5,2015,0,8687,3976,771,0,2,5695950.5
52671,38,0,0,37,20274,10,5,2000,1,6327,3918,419,0,8,5270960.0
49818,26,0,0,69,71247,3,9,2005,0,4751,8182,199,1,2,4983109.5
38969,31,1,1,48,92111,8,4,2019,1,6113,1383,352,1,0,3904399.9
52861,60,0,1,84,43808,5,2,1996,1,9739,8150,440,1,9,5296085.6
20666,83,1,0,57,74967,4,1,1994,1,5379,3285,984,0,1,2072485.4
59749,57,1,1,24,45924,10,6,1998,0,1405,2702,938,0,3,5981892.8
50815,59,1,1,59,77685,2,4,2009,0,5729,1241,605,0,8,5091098.9
35944,12,1,1,56,54988,4,2,2000,1,7476,3509,361,0,10,3601009.0
99062,35,0,0,47,83194,6,1,2007,1,6902,6676,214,1,8,9907981.7
62059,35,0,1,27,92414,6,4,1990,0,5463,4679,862,0,5,6214001.0
30559,26,0,1,43,37990,3,5,2002,0,6318,7443,255,0,8,3061654.2
40782,17,1,0,87,57555,10,3,2005,1,9795,7368,244,1,5,4090861.5
11871,38,1,0,77,2454,10,3,2000,1,7893,4711,797,0,1,1196124.0
50660,42,1,0,74,15301,8,2,2016,0,3389,8498,955,1,0,5074190.6
52143,80,1,1,59,32275,8,5,2007,1,2386,7220,418,0,10,5225721.7
78563,12,1,1,96,3712,5,1,1997,1,6449,1626,478,0,1,7872245.7
39477,14,0,0,59,51393,4,8,1999,0,8909,2992,373,1,9,3950541.9
24118,82,0,0,93,43606,5,5,2013,0,5779,3649,581,1,8,2416901.3
61929,21,1,0,44,31560,3,2,2006,1,1841,6899,679,1,8,6197708.6
45278,97,1,0,21,65231,8,2,2000,0,4086,5104,261,0,4,4533893.0
61985,85,0,1,35,87072,9,6,1997,1,1254,7159,437,0,8,6204099.7
19788,72,1,0,96,26389,10,4,2015,0,5138,6797,862,1,6,1992318.5
65662,78,0,1,34,5863,5,10,1993,1,8300,6137,911,1,2,6571434.3
12922,83,1,0,34,17345,6,10,2017,1,6376,4241,757,1,9,1296979.7
87887,75,1,1,92,51538,6,6,2009,0,5570,9833,933,1,6,8802291.9
30308,99,0,0,58,62310,9,1,1994,0,8158,2792,241,0,7,3032783.4
81336,70,1,0,53,35439,10,6,1995,0,2406,8168,212,1,5,8139811.5
87556,49,1,1,13,15957,8,6,2001,1,2242,8478,828,1,4,8763636.1
77698,74,0,0,59,8996,7,9,2015,0,7418,4225,226,0,2,7772144.5
60283,84,1,0,63,80221,1,4,1991,0,6074,6473,711,0,6,6033341.1
58092,76,1,0,42,91522,1,10,2000,1,2172,8285,329,0,5,5813987.0
94771,85,0,1,44,9284,1,4,2006,0,1583,5652,274,0,8,9481654.6
71027,23,1,0,41,86625,10,5,2001,0,5770,7096,607,0,1,7109174.1
64307,91,1,1,67,65183,1,10,2019,1,6824,7141,956,1,6,6442043.9
67583,99,1,0,99,87357,10,2,2000,0,5587,7535,638,1,3,6769148.0
33667,63,0,0,20,10226,5,10,2009,1,4493,9500,594,1,2,3369190.9
38755,15,0,1,53,24243,10,2,2005,1,8609,3772,802,1,10,3884790.5
45430,87,1,0,75,32859,9,4,1999,0,3881,5814,720,0,6,4549681.9
31343,72,1,1,40,58283,6,7,2018,1,9429,3388,189,1,1,3141490.8
54757,42,0,0,60,47722,10,7,1993,0,9867,4792,210,0,1,5482099.3
35576,47,0,0,18,21443,10,3,2006,1,5824,5400,790,1,3,3559204.6
60617,57,0,0,39,90153,5,6,1996,0,7114,7251,393,0,2,6063831.6
42002,13,0,1,85,37981,6,10,2016,0,7165,3659,448,1,9,4208839.6
86539,24,1,1,18,63485,9,2,1998,1,8424,3064,482,1,2,8660203.8
78627,56,1,1,98,37332,8,6,2007,0,3990,3059,851,0,1,7877631.7
40556,71,1,0,93,62392,9,4,2004,1,6862,9102,209,0,9,4065791.4
74651,81,0,1,85,85855,10,4,1998,0,2879,9676,964,1,0,7474283.8
29819,12,1,1,61,76378,5,1,2010,0,2642,1217,470,1,4,2991129.0
24664,18,1,1,43,13277,6,1,2011,1,4450,7819,900,0,9,2471327.1
54748,82,0,1,21,67249,8,9,2021,1,8566,2837,732,1,0,5478961.1
71691,54,1,1,65,99381,8,10,1990,1,7728,9643,800,1,10,7176793.0
33098,36,1,1,42,3721,7,8,1992,0,7639,6380,221,1,7,3319481.2
38190,99,1,1,13,92961,8,10,2003,1,8081,7497,462,0,8,3825454.3
65689,92,0,1,59,48136,6,5,2000,1,1947,8998,528,1,7,6578403.0
69311,80,0,1,89,35699,2,10,2016,0,5614,7895,954,1,8,6939575.6
84922,97,1,0,20,93104,9,3,1993,1,6768,7803,901,0,2,8498552.3
18044,13,1,1,13,71630,5,4,2008,1,3017,6238,617,1,10,1814360.8
91554,81,0,0,79,12268,4,10,1999,1,9184,9063,210,0,6,9157895.9
92548,48,0,0,73,88919,8,5,2006,0,4146,6268,727,1,3,9259999.6
35532,87,1,1,49,48445,4,7,1991,1,4087,9541,651,1,9,3566862.1
93363,58,1,0,96,79352,7,10,2007,1,2437,9691,160,0,9,9345397.7
18653,21,1,1,40,43885,10,4,2020,0,4746,4175,319,1,9,1871959.0
74263,16,1,0,81,63495,8,6,1993,0,2046,6611,208,0,5,7433776.3
53680,62,1,0,88,48353,1,7,2010,1,4515,3217,515,1,7,5379297.0
47242,12,0,0,55,87992,4,5,2003,0,2157,9584,766,1,9,4727165.3
63040,69,1,1,97,39564,6,7,2020,0,4057,7122,266,1,5,6318789.0
80803,76,0,1,59,44777,3,6,2018,0,5684,5726,895,1,5,8083433.8
52109,65,0,0,51,52565,7,1,1993,1,7211,9339,647,0,1,5215011.3
71997,75,1,1,44,67609,8,10,2014,0,4305,3492,662,1,6,7207715.4
48496,75,1,0,61,67884,5,3,2002,0,7310,1509,199,0,4,4856815.2
74458,81,0,1,79,43377,5,10,2021,1,3969,2103,587,1,8,7452331.1
13517,48,1,0,74,8612,5,9,2005,0,4159,7967,814,1,4,1359844.5
66579,24,0,1,55,79904,9,1,2021,0,2076,2949,889,1,4,6664850.1
18891,90,0,0,40,34712,2,2,1992,0,9705,2565,999,1,1,1892159.2
37473,44,1,0,63,15706,8,4,2015,1,2001,9067,854,0,8,3755563.5
90697,18,1,0,19,85613,10,10,2021,1,9151,3107,293,0,7,9075071.1
35215,19,1,1,33,68416,7,10,2006,1,5144,1651,976,0,3,3530988.6
61846,77,1,1,45,31443,6,2,1990,0,8142,7498,517,1,8,6192313.0
51212,32,0,1,55,694,1,9,2021,1,3782,8951,392,1,0,5130660.1
41971,22,0,0,37,46050,3,7,2008,0,8522,8050,359,0,8,4198560.8
72530,42,1,1,50,94361,6,2,2017,0,5900,4499,167,0,9,7263616.7
69034,52,0,1,36,18253,1,8,2020,0,3682,1459,586,0,3,6907362.0
31952,33,1,0,60,24474,9,5,2005,0,1446,6397,587,0,1,3202868.5
75524,67,0,0,56,94840,9,5,2019,1,4755,9152,356,0,5,7556587.9
33023,47,0,1,23,61069,7,7,1998,0,6182,6313,988,1,9,3308071.8
84824,82,0,0,20,71595,4,6,2012,0,6480,7202,816,1,0,8483601.2
87400,60,0,0,34,77423,9,9,1998,1,3473,7709,479,1,1,8743395.8
45857,23,0,0,46,6544,9,4,1995,1,7629,7781,755,0,7,4588987.5
48660,17,1,0,16,82778,8,5,1991,1,5642,6429,500,0,8,4869321.1
67971,40,1,0,85,57085,3,2,2018,1,2571,3908,615,1,0,6803688.8
86385,22,1,1,57,60984,10,1,2018,0,5966,5738,536,1,1,8651550.8
44908,41,1,1,22,84564,7,4,2008,0,8628,7440,512,1,2,4500929.8
87057,72,1,1,95,88122,5,9,2016,0,7005,6635,630,0,1,8716422.6
99218,83,1,0,47,39869,6,9,1998,0,5633,1295,735,1,6,9925260.8
64969,99,1,1,61,41391,7,10,2001,0,1864,5577,409,0,5,6503615.1
97810,64,0,1,93,46783,5,2,2010,1,1665,9769,166,1,0,9788542.0
41667,46,0,1,32,30699,8,8,1996,1,1772,9446,520,0,1,4174032.6
10604,55,0,1,52,69055,3,5,2002,0,7594,2726,560,1,0,1068025.2
21229,44,1,0,82,23820,9,6,2020,1,5610,4059,419,1,9,2132694.0
72390,75,0,1,64,16810,8,8,2013,0,7325,8247,415,0,6,7247720.3
38745,98,1,0,48,82441,5,7,2005,0,8840,9540,496,1,5,3883808.5
23763,86,1,0,81,62578,8,10,1993,0,6652,7129,317,0,0,2386943.3
17867,19,0,1,48,31226,5,10,1994,0,5614,3765,948,1,2,1796244.4
52250,58,0,0,45,50947,1,2,2019,0,8803,8989,679,1,9,5228826.9
57950,46,1,1,71,6012,4,1,1993,1,8422,7618,271,0,0,5802717.3
41302,90,1,1,44,16327,2,8,1996,1,1704,1373,856,1,5,4140317.6
40315,78,1,1,41,3822,6,5,2004,0,7239,4090,684,0,0,4036010.4
19756,91,0,1,13,72659,8,6,2003,0,1337,2933,427,0,3,1979607.3
54369,66,1,1,46,57232,6,7,2018,0,9773,3621,651,0,10,5449838.8
64232,43,1,1,91,49501,4,10,1993,1,8664,3981,604,1,2,6433095.3
80041,94,0,0,14,64363,7,7,2006,0,5856,6891,349,0,9,8005238.6
41325,81,1,1,12,65653,7,5,2012,1,4438,4704,997,0,6,4139962.2
39201,25,1,1,94,59270,5,5,2004,0,9590,2561,406,1,2,3933162.4
59520,52,0,1,40,79444,6,5,2007,0,2588,4357,985,0,7,5959253.7
42117,95,1,1,24,45427,1,2,2012,0,4629,1482,350,1,1,4218152.2
41516,81,0,1,14,59848,8,6,2014,0,6028,7067,603,1,10,4156171.4
84895,84,0,1,84,53668,6,8,2010,1,7267,6021,775,1,2,8498401.0
75254,26,0,0,92,52901,3,7,1995,0,6853,2553,647,0,9,7530165.5
26622,47,1,0,71,84861,5,6,2011,0,7478,3249,374,0,6,2672589.1
73950,85,0,0,70,2197,6,6,2013,1,5282,7462,518,0,5,7396821.3
78463,33,0,0,79,67986,9,8,1991,0,8866,2131,736,0,3,7849793.1
90298,96,1,1,94,56068,2,1,2009,1,9320,6707,474,1,3,9044015.9
44589,44,1,1,57,80966,6,6,2001,1,4247,1229,233,0,3,4468398.1
90103,17,1,1,93,67984,9,5,1990,0,2112,6620,478,1,6,9023848.0
88844,45,0,1,25,66148,10,4,2021,1,1565,3127,758,1,5,8887864.1
67521,32,0,0,60,10708,2,10,2016,0,3083,8148,292,1,3,6757641.6
53029,62,0,1,27,98057,5,3,2010,0,8833,6406,180,0,1,5308875.0
42907,62,0,0,93,15928,3,4,2013,1,1883,3317,415,0,1,4296273.3
68500,96,0,1,70,77851,6,5,1999,1,8080,2690,878,0,7,6860582.9
70033,19,0,1,31,45278,1,3,2014,1,3645,4075,243,0,10,7008333.4
38529,22,0,1,77,3856,5,6,1994,0,7905,9777,814,1,7,3861754.4
50232,94,0,1,13,55218,2,9,2011,1,1457,4025,651,0,0,5028282.1
33971,30,1,1,60,29088,5,4,2005,1,5221,2937,429,0,1,3403509.5
81484,17,1,0,82,21109,4,10,1993,1,5925,1493,536,1,5,8154333.3
83726,50,0,0,46,58546,10,8,1997,0,6460,1248,167,1,7,8374005.7
40268,26,1,0,52,14375,8,4,2008,1,5220,4732,433,0,8,4033464.8
19303,90,0,0,23,52384,9,9,1999,1,7175,4896,154,1,7,1932867.9
16765,97,1,0,45,57100,10,3,2018,1,9340,1353,869,0,2,1682708.8
50967,54,1,0,14,20800,7,4,2007,0,9533,8112,566,0,8,5101814.7
73642,25,1,0,24,39633,2,2,2002,0,5096,3552,294,1,5,7371124.2
71350,55,1,0,52,21369,5,6,2017,0,4439,8792,633,1,10,7140522.7
41313,96,0,1,96,35091,10,2,2003,1,6342,5431,895,0,10,4144107.3
40849,75,0,0,21,85257,10,2,2007,0,7070,8345,793,0,2,4086314.7
13603,61,1,1,66,86297,7,6,2014,0,2994,7147,767,1,8,1372325.4
15001,66,1,0,15,72162,8,10,1993,0,6663,1433,964,0,1,1502336.3
51616,52,0,1,20,17593,10,8,2015,0,9285,2546,310,1,8,5164531.5
86887,16,1,1,37,83915,9,4,2014,1,2944,1943,642,1,3,8696709.4
54087,91,1,0,78,52966,7,9,1999,0,4466,6242,656,1,5,5416199.9
59240,81,1,0,42,21297,2,2,2002,0,5215,6651,839,1,7,5928857.2
90576,95,0,0,96,55374,4,9,2009,0,4517,7002,298,0,4,9060592.9
61449,49,1,0,19,56944,8,5,2020,1,3462,1585,770,1,7,6151098.0
21129,95,0,0,21,82225,1,5,2007,1,9162,5547,764,1,2,2114999.7
16909,23,0,1,49,40566,1,5,2016,0,8251,5932,715,1,0,1696771.6
88564,22,1,0,37,88036,1,6,2014,1,5308,1294,698,1,5,8858892.4
76231,24,1,1,89,32609,7,4,2009,1,9882,5348,335,1,8,7633398.9
46525,14,1,1,66,48097,6,10,1999,1,8748,9734,496,1,7,4662730.9
40077,85,1,0,90,51219,7,6,2011,1,2350,5903,935,0,5,4020046.1
82519,97,0,1,93,76104,3,5,2002,1,7446,4137,815,0,0,8259491.2
21038,15,1,0,90,44209,7,6,2007,0,7527,4132,365,0,0,2110409.7
52348,22,0,1,79,75382,1,6,2006,1,1173,1367,736,0,2,5239471.6
82321,27,1,0,57,36787,7,4,2009,0,7608,6359,732,1,7,8240224.9
39073,91,0,0,17,63033,9,3,1992,1,6671,8093,962,1,8,3909080.2
36945,35,0,0,31,52908,5,3,2006,1,8900,9299,192,1,4,3696745.6
83776,21,1,1,33,64605,2,9,2020,1,4170,3657,577,0,10,8381763.0
56812,100,0,0,46,46298,4,4,2013,1,2325,7614,190,0,5,5683565.3
93232,60,1,1,86,1555,8,2,2005,1,3326,1814,379,1,1,9336064.5
72772,76,0,1,26,55780,1,9,2006,1,2565,8353,529,0,10,7280658.6
53874,70,1,0,73,97307,1,2,2009,0,9762,4046,540,0,2,5389567.9
34571,80,0,1,98,89459,7,1,1996,1,8518,3084,676,1,3,3464365.6
74458,64,1,0,38,98352,10,5,1996,0,4644,6334,875,1,3,7453820.6
19326,81,1,1,44,29613,2,7,2021,1,6046,8696,676,0,8,1942134.1
93349,79,0,0,94,45851,6,1,1995,1,4663,1115,556,1,9,9342473.5
16842,29,1,0,49,20912,2,4,2007,1,4156,8647,458,1,1,1690854.7
80815,39,1,0,95,69207,8,4,1991,0,4318,9229,306,0,6,8090478.1
88291,41,0,1,16,40253,1,1,1997,1,9289,5090,558,0,2,8832821.7
41786,92,1,0,69,3452,6,9,2003,0,2708,7909,407,0,3,4188833.3
16661,43,1,1,61,85955,5,7,1999,0,3422,3858,148,0,2,1675849.9
89115,16,0,1,97,38815,10,6,2001,0,6854,6563,360,0,1,8925347.1
54924,12,0,1,69,81191,8,8,1995,0,5424,4182,534,1,5,5501007.5
99819,37,1,0,21,20773,8,2,1992,0,6344,3409,213,0,8,9986201.2
41751,80,1,1,13,78126,1,2,1998,0,6917,5314,343,1,1,4186067.8
92974,48,1,0,59,85337,1,9,2006,0,8907,3143,595,0,10,9301880.6
83963,83,1,1,35,21600,1,2,1994,0,7079,3645,702,1,7,8406700.4
54980,50,0,0,15,37363,4,7,2012,1,5595,9951,355,0,9,5499011.2
70226,30,0,1,77,27962,9,3,2008,1,8583,3849,790,0,9,7032304.8
88648,99,1,0,34,87239,4,9,2001,1,7161,5574,996,0,8,8870854.1
25251,31,0,0,27,64317,2,9,2009,0,4886,5830,856,0,10,2527587.9
39535,44,1,0,30,30130,3,6,1996,0,5352,7444,946,1,4,3958503.6
64851,13,0,1,88,90453,7,7,1998,0,2127,5573,301,0,10,6492448.8
34575,60,1,0,67,20785,7,8,2001,0,5990,7532,190,1,5,3465378.1
25508,22,0,1,48,47644,5,1,1994,0,4173,9719,629,0,3,2560432.4
38701,64,0,1,43,79884,3,4,1994,0,1762,2264,662,0,3,3872401.4
57841,25,1,0,40,31468,8,2,2010,1,6340,8324,303,1,1,5788581.0
11029,93,1,0,29,41720,10,6,2010,1,8494,4811,1000,1,6,1107498.0
81498,95,1,1,28,73772,6,10,2007,1,8658,3078,787,1,1,8158900.7
70077,65,0,0,43,43933,9,1,1990,0,6088,9949,669,1,1,7012548.0
69882,74,0,1,96,399,2,10,2021,1,8172,2144,517,1,7,7001142.1
16131,92,1,1,67,17788,9,10,2011,1,8820,2801,625,0,7,1625583.1
28977,65,1,0,67,98741,6,4,2008,1,4188,1581,818,1,7,2905297.8
89823,34,1,0,55,81000,7,7,1990,1,5285,5089,751,1,1,8990716.0
13501,63,1,1,71,40399,4,4,1999,1,9039,8465,643,1,7,1356995.9
43224,77,0,1,74,89035,2,10,1991,0,3921,8507,157,0,10,4326846.1
56422,26,1,1,18,16945,9,4,1994,1,3405,2029,740,0,5,5650731.4
64380,48,0,1,79,70094,5,2,2006,0,1690,6167,433,1,10,6445810.6
75801,70,1,1,99,60503,2,9,1992,0,6654,3830,151,0,8,7590022.2
51490,96,1,0,61,37993,3,10,1998,0,3815,2621,779,0,3,5157896.8
57060,74,1,1,54,2086,2,8,1992,1,3248,9503,709,0,0,5713895.2
74335,22,0,1,95,42106,6,1,2010,0,2138,7305,850,0,9,7440756.0
85531,77,1,1,97,24755,2,2,2008,0,5042,9632,164,1,0,8563383.8
36311,71,1,1,33,45046,7,3,2005,0,4167,6519,476,1,7,3638456.5
35585,87,0,0,65,22394,4,10,2008,0,8902,3893,625,0,6,3561895.8
41965,17,1,1,16,55784,9,4,2009,0,7008,4765,969,0,9,4202078.9
49632,67,1,1,77,39371,5,8,2007,1,7916,4817,920,1,1,4975941.7
88906,97,1,1,42,46526,1,9,1999,0,4179,4164,674,1,3,8900096.9
43108,91,1,1,48,32676,6,3,1996,1,1750,2078,294,1,3,4317950.6
72350,63,0,1,70,30127,9,4,2021,1,3686,7360,397,1,4,7240015.1
16551,19,0,0,65,87457,5,5,2017,0,2960,4783,900,0,4,1659456.7
69940,26,1,1,75,89678,6,3,2006,1,6442,3988,786,0,5,7005549.6
80068,50,1,0,62,67281,8,10,2008,1,2497,8407,936,0,9,8014310.8
41483,67,1,1,92,87077,8,5,2007,0,5213,8215,687,0,2,4157252.7
11660,99,1,1,34,34354,9,2,1994,1,2253,2685,463,1,10,1175301.4
36700,34,1,0,67,32710,6,10,2017,1,7506,3949,220,1,1,3680020.7
34053,47,0,1,70,76780,8,4,2018,0,8935,3441,709,1,4,3413933.8
48880,56,1,1,45,61269,10,6,2019,1,9333,9199,673,0,2,4896006.9
47725,82,0,1,62,23498,4,1,2004,0,8308,9059,664,1,4,4778144.4
38568,44,0,1,77,85110,1,5,2017,1,1711,9460,560,1,10,3866494.7
24497,27,1,1,23,78655,8,4,2013,1,6184,2322,536,0,1,2459173.3
68449,96,1,0,98,58917,3,5,2012,0,7980,6930,471,1,7,6852081.2
69394,99,1,1,39,22367,4,9,1992,0,2732,2075,397,1,4,6948330.2
98923,45,0,1,70,50551,5,10,1997,1,4024,5934,943,0,10,9899512.7
23330,31,1,0,18,18401,7,4,2006,1,2397,2864,277,0,10,2336874.6
88857,100,0,0,45,91668,1,6,2021,0,6224,8708,419,0,8,8887817.1
12113,38,1,0,22,27403,4,2,2010,1,6550,7116,502,1,0,1218338.0
21850,98,0,1,88,35358,4,3,2003,1,6409,1412,898,0,3,2193665.3
38900,54,0,1,68,53402,7,8,2012,0,2476,7537,148,1,0,3899539.2
76847,62,1,1,12,6965,7,8,2012,0,9378,4203,836,1,5,7692386.2
40131,12,0,1,14,35318,4,9,2017,1,1427,4499,507,1,10,4015913.7
78766,74,1,1,93,78265,5,7,2004,0,6686,6215,983,0,7,7885472.4
44524,21,1,0,47,19835,4,6,2011,0,2638,6133,181,1,0,4458898.1
36016,37,1,1,56,83518,9,6,1996,0,5238,3784,901,0,3,3609085.6
38525,88,0,0,68,45289,10,2,1998,0,2014,8582,982,1,8,3856259.8
56093,48,1,0,25,57059,1,1,2015,0,8845,9457,704,0,10,5612610.5
76559,85,1,1,71,16128,9,6,2007,0,6140,7356,156,0,5,7667379.7
20795,40,0,0,60,88810,9,10,2021,0,2716,4450,985,1,0,2083472.1
37501,82,0,1,54,22280,8,4,2005,1,2574,9915,323,0,10,3753718.5
28881,24,0,0,73,19599,3,10,2003,1,8218,4250,843,1,1,2890767.3
76357,62,0,0,53,85383,9,10,2014,0,9152,1790,302,1,5,7641162.4
55913,28,1,0,58,41078,10,10,1998,0,5350,6066,424,1,10,5597100.8
78379,89,0,1,24,37797,1,9,2012,1,2996,5159,250,0,6,7845500.2
34251,49,1,1,29,99184,2,8,2011,1,1617,7697,628,0,4,3436757.1
86399,80,1,0,14,18296,5,4,1998,1,6583,8704,320,0,9,8644081.8
40212,25,1,1,51,2149,1,6,2002,1,2037,3638,566,1,0,4031505.2
49667,13,1,1,90,6607,6,5,1993,1,8626,9607,488,1,6,4981644.3
86196,25,0,1,92,13155,6,8,1998,1,3049,2847,278,0,3,8632393.8
85811,63,0,0,87,97260,1,2,1990,1,6431,6335,573,0,5,8585142.0
32032,97,0,1,97,22051,1,8,1994,1,2837,4609,641,1,5,3211995.4
34341,31,0,1,58,60068,1,1,1990,0,7361,1398,773,1,6,3438239.0
76231,13,1,1,51,54996,2,3,2016,0,3950,5818,179,1,1,7630312.6
48293,39,0,0,62,26517,8,2,2019,1,8544,9559,310,0,1,4834765.9
73176,77,0,0,20,75187,9,6,1997,1,6319,3616,712,1,1,7320329.7
36794,79,1,0,82,55157,5,2,2013,0,3235,7402,386,0,10,3684574.3
24376,58,0,0,56,91493,9,8,1994,1,8066,9556,893,1,0,2440665.4
40337,18,1,0,29,53131,10,8,2003,1,3339,9765,848,1,6,4038079.3
20276,99,0,0,75,67843,8,10,1994,1,7180,8310,834,0,7,2031824.4
41665,63,0,1,94,1474,6,4,2013,0,9230,9066,916,1,5,4177468.3
22290,58,0,1,67,98345,3,4,2010,1,5223,9932,186,1,9,2237880.0
66119,39,1,0,64,86171,8,5,1991,1,5860,4947,537,1,10,6617914.1
18564,19,0,1,27,45460,4,6,2018,0,3316,7929,864,1,0,1860039.8
85883,94,0,0,63,71589,5,4,1991,1,4613,9853,793,0,5,8590524.1
35791,35,1,1,12,80052,8,5,2010,1,9357,4487,173,1,10,3587493.0
26540,98,1,0,34,37414,2,5,2018,0,7378,1093,192,0,9,2659404.8
97365,90,0,0,74,59928,4,10,2007,1,9302,4806,491,1,0,9738114.7
95455,15,0,1,99,41336,3,6,2019,0,6529,4583,953,1,10,9558236.9
66657,25,0,0,32,5768,4,10,1997,0,6454,8994,285,1,1,6668307.7
34669,61,0,1,39,26397,1,5,2000,1,7936,9291,809,1,4,3472884.0
19718,16,1,1,19,81851,5,8,2000,0,1897,1671,719,0,1,1980264.0
54333,63,0,0,14,64761,2,3,2002,0,9576,3327,779,0,7,5433936.2
63297,55,1,0,34,92227,4,3,2011,0,5359,1233,828,0,0,6335162.1
54172,74,0,0,16,44125,3,8,1999,0,6026,9665,274,1,10,5417909.9
71362,82,1,1,16,17573,9,6,2007,0,2951,1297,173,0,2,7143972.7
98258,16,1,0,80,99094,3,4,2014,0,1528,9438,796,0,2,9829479.4
48524,37,0,0,77,33606,8,10,2014,1,1957,2388,383,0,8,4858483.4
64513,82,0,0,91,74746,4,3,2003,1,7431,8222,861,1,4,6454630.3
93762,86,0,0,87,82538,10,6,2000,0,3878,2385,925,0,10,9385104.0
68572,54,1,1,87,21174,7,10,2011,1,7267,9654,959,1,10,6866663.1
96930,14,0,0,80,1941,9,3,1994,0,3924,6206,256,0,4,9701569.4
79652,93,0,1,64,80098,5,1,2008,1,4996,7204,261,0,3,7972747.8
32471,15,0,1,77,83941,1,7,1990,0,7094,8235,853,0,6,3255201.0
47768,81,0,1,15,82149,10,10,1996,0,9614,5326,203,1,1,4781426.6
17016,82,1,1,89,83172,9,9,2010,0,6166,9438,572,1,1,1712726.0
85187,75,0,1,52,4874,6,10,1990,1,5245,4722,856,0,1,8521819.0
25982,16,1,1,72,70259,6,6,2019,0,1896,2045,280,1,0,2607420.9
18307,76,0,0,11,73830,6,8,2009,1,3188,1182,707,1,3,1832205.9
69180,63,0,0,50,35595,9,9,1993,1,9378,8365,686,0,6,6920799.3
19714,32,0,0,98,59635,1,1,2003,0,5509,3458,318,1,0,1978706.3
87685,37,0,1,29,36296,2,9,2014,0,2948,3061,988,1,10,8772035.4
80046,94,1,1,34,95426,3,7,2003,1,5968,3136,944,1,9,8014282.3
55814,100,1,0,95,40489,10,3,1999,0,8796,8192,919,0,0,5591445.9
19969,96,1,0,36,50290,10,4,2011,0,2056,8193,799,1,1,2003559.1
29524,52,0,1,89,30203,9,3,2020,1,5614,3923,989,1,10,2965157.0
69173,49,1,1,36,5724,5,5,2007,0,2803,7193,968,1,3,6929298.7
62155,59,1,1,61,17241,1,6,2007,1,1697,4319,456,1,6,6225416.7
51933,53,1,1,24,36359,8,7,2006,0,8220,7248,152,1,5,5202028.6
72467,18,1,1,53,31947,5,9,2004,0,7539,4076,213,1,8,7257594.4
74052,80,1,0,54,16746,8,10,1993,0,5406,7310,604,0,8,7413316.3
54045,35,1,1,60,36664,2,7,2015,0,8776,9308,181,1,9,5415620.5
56540,64,1,1,63,12020,1,3,1990,1,3689,5304,346,0,8,5665613.0
52282,78,0,0,96,78459,5,5,1994,1,4054,4806,186,1,1,5233745.4
51497,16,1,0,36,78111,2,9,1998,0,3139,3761,754,1,4,5154045.8
25063,48,0,0,100,95166,8,9,2019,1,7677,5406,486,1,8,2516001.9
39910,75,1,0,87,92391,3,5,2017,1,5458,4199,241,1,1,3997816.7
41439,87,1,0,30,16503,8,8,2006,0,8113,9968,340,1,2,4150655.6
85788,54,1,0,30,74535,7,9,1992,0,8497,2002,623,1,5,8584134.2
67491,25,1,0,76,58705,10,4,1997,1,9439,6860,551,0,3,6753697.7
27503,90,0,0,46,24262,9,8,1995,1,6284,2259,291,1,8,2752897.5
92151,67,1,0,90,6559,2,2,2014,1,7860,7803,455,1,5,9228543.4
43224,55,0,1,92,83982,5,7,2007,1,3889,7735,522,0,10,4327213.7
62766,25,1,1,23,40478,3,5,2013,1,4652,7173,724,1,6,6281751.3
28106,70,0,0,37,44356,3,2,1990,0,2819,5476,150,1,9,2812207.0
72178,26,0,0,20,11575,8,6,1990,0,8235,4354,723,0,10,7219819.0
52297,79,0,1,41,95769,7,10,2010,0,8046,1826,993,0,5,5236809.0
82968,98,1,0,97,34106,9,8,1998,0,6424,6461,601,0,7,8308551.8
51182,34,0,0,21,70825,1,6,2000,0,9186,7715,502,1,10,5120582.0
39699,99,0,1,48,41724,2,3,2007,0,9525,6156,358,0,8,3979425.7
78396,52,1,0,41,93969,7,5,2016,1,3778,9042,968,0,8,7845427.6
30894,25,0,0,12,84795,10,7,2020,1,3323,5498,291,1,8,3090970.0
30164,37,0,0,55,61024,6,5,2017,1,1904,1677,399,0,9,3021646.7
69246,63,1,0,29,43940,5,3,1995,1,4516,5884,154,0,3,6927717.5
13405,13,1,1,68,14820,1,4,2017,0,8113,1641,921,0,0,1350019.7
79666,66,0,1,14,41746,9,8,2007,0,2193,9488,399,1,0,7969998.7
41832,91,1,1,43,93072,1,7,2012,0,1528,4961,893,0,8,4192258.2
37098,69,1,0,23,37665,5,4,2014,1,3009,3202,862,0,9,3713807.4
24604,28,1,0,86,43736,4,8,2020,1,1129,5545,662,1,9,2472003.0
40926,15,0,0,71,70316,9,10,2009,0,5434,3707,335,1,4,4098433.9
