"Kraj","Miasto","Latitude","Longitude","Indie","Indie_Miasto","I_latitude","I_longitude","Rok","Kwartal","Pasazerowie_do_Indii","Pasazerowie_z_Indii","Fracht_do_Indii","Fracht_z_Indii"
FRANCE,PARIS,48.5124,2.218,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,33189,35473,1966.5,2081.6
BHUTAN,PARO,27.26,89.25,INDIA,DELHI,28.3636,77.1348,2016,Q1,4748,5687,3.9,10.8
BHUTAN,PARO,27.26,89.25,INDIA,KOLKATA,22.3422,88.215,2016,Q1,4335,4134,0.0,5.1
CHINA,PEKING,39.55,116.23,INDIA,DELHI,28.3636,77.1348,2016,Q1,27856,29358,866.1,889.0
BURMA,RANGOON,16.48,96.09,INDIA,DELHI,28.3636,77.1348,2016,Q1,753,675,0.0,0.2
BURMA,RANGOON,16.48,96.09,INDIA,GAYA,24.45,85.0036,2016,Q1,6770,6474,0.8,0.3
BURMA,RANGOON,16.48,96.09,INDIA,KOLKATA,22.3422,88.215,2016,Q1,1483,2103,0.1,28.3
UNITED ARAB EMIRATES,RASALKHAMA,25.46,55.57,INDIA,KOZHIKODE,11.153452,75.4649,2016,Q1,171,144,0.0,0.0
REUNION,REUNION,-21.0652,55.3157,INDIA,CHENNAI,13.033634,80.14573,2016,Q1,691,642,0.0,6.3
SAUDI ARABIA,RIYADH,24.4242,46.4337,INDIA,BENGALURU,13.370001,77.556,2016,Q1,1496,1558,0.0,56.9
SAUDI ARABIA,RIYADH,24.4242,46.4337,INDIA,CHENNAI,13.033634,80.14573,2016,Q1,7849,8423,85.4,556.8
SAUDI ARABIA,RIYADH,24.4242,46.4337,INDIA,DELHI,28.3636,77.1348,2016,Q1,22489,22952,375.6,1027.9
SAUDI ARABIA,RIYADH,24.4242,46.4337,INDIA,HYDERABAD,17.21576,78.283356,2016,Q1,9076,10268,31.7,207.8
SAUDI ARABIA,RIYADH,24.4242,46.4337,INDIA,KOCHI,9.966667,76.266667,2016,Q1,21812,24800,47.9,1353.8
SAUDI ARABIA,RIYADH,24.4242,46.4337,INDIA,LUCKNOW,26.51,80.5512,2016,Q1,9870,10596,20.1,385.7
SAUDI ARABIA,RIYADH,24.4242,46.4337,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,41283,50959,15.0,1640.4
SAUDI ARABIA,RIYADH,24.4242,46.4337,INDIA,TRIVANDRUM,8.3036,76.57,2016,Q1,5476,6420,1.8,93.2
ITALY,ROME,41.5336,12.2858,INDIA,DELHI,28.3636,77.1348,2016,Q1,8219,13433,70.1,156.1
OMAN,SALALAH,17.0111,54.0523,INDIA,KOCHI,9.966667,76.266667,2016,Q1,1033,1068,0.0,0.0
OMAN,SALALAH,17.0111,54.0523,INDIA,KOZHIKODE,11.153452,75.4649,2016,Q1,1706,2294,0.0,0.4
OMAN,SALALAH,17.0111,54.0523,INDIA,TRIVANDRUM,8.3036,76.57,2016,Q1,640,1048,0.0,0.0
UNITED STATES,SAN FRANCISCO,37.4645,-122.2509,INDIA,BENGALURU,13.370001,77.556,2016,Q1,349,526,0.0,0.0
UNITED STATES,SAN FRANCISCO,37.4645,-122.2509,INDIA,DELHI,28.3636,77.1348,2016,Q1,6629,7945,8.1,83.9
YEMEN,SANAA,15.2835,44.1311,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,59,217,0.0,3.3
KOREA,SEOUL,37.3336,126.5924,INDIA,DELHI,28.3636,77.1348,2016,Q1,12819,14077,134.7,307.0
KOREA,SEOUL,37.3336,126.5924,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,6420,6766,204.3,220.9
SEYCHELLES,SEYCHELLES,-4.37,55.27,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,6332,6340,0.4,6.1
CHINA,SHANGHAI,31.1343,121.2829,INDIA,DELHI,28.3636,77.1348,2016,Q1,8787,9191,620.6,251.7
CHINA,SHANGHAI,31.1343,121.2829,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,3444,3439,65.0,37.0
UNITED ARAB EMIRATES,SHARJAH,25.35,55.43333,INDIA,AHMEDABAD,23.02,72.34,2016,Q1,14450,14829,2.6,170.7
UNITED ARAB EMIRATES,SHARJAH,25.35,55.43333,INDIA,BENGALURU,13.370001,77.556,2016,Q1,13180,13654,67.9,189.4
UNITED ARAB EMIRATES,SHARJAH,25.35,55.43333,INDIA,CHENNAI,13.033634,80.14573,2016,Q1,15384,17473,19.0,199.9
UNITED ARAB EMIRATES,SHARJAH,25.35,55.43333,INDIA,COIMBATORE,11.01005,76.57209,2016,Q1,10130,10490,3.8,153.6
UNITED ARAB EMIRATES,SHARJAH,25.35,55.43333,INDIA,DELHI,28.3636,77.1348,2016,Q1,29273,29283,129.8,419.3
UNITED ARAB EMIRATES,SHARJAH,25.35,55.43333,INDIA,GOA,15.401944,74.043333,2016,Q1,6175,6843,8.8,36.3
UNITED ARAB EMIRATES,SHARJAH,25.35,55.43333,INDIA,HYDERABAD,17.21576,78.283356,2016,Q1,14554,14189,3.4,201.7
UNITED ARAB EMIRATES,SHARJAH,25.35,55.43333,INDIA,JAIPUR,26.09,75.8,2016,Q1,14688,14810,1.6,92.2
UNITED ARAB EMIRATES,SHARJAH,25.35,55.43333,INDIA,KOCHI,9.966667,76.266667,2016,Q1,53690,60504,43.3,934.8
UNITED ARAB EMIRATES,SHARJAH,25.35,55.43333,INDIA,KOZHIKODE,11.153452,75.4649,2016,Q1,41559,43845,14.5,477.4
UNITED ARAB EMIRATES,SHARJAH,25.35,55.43333,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,25886,29575,3.9,425.9
UNITED ARAB EMIRATES,SHARJAH,25.35,55.43333,INDIA,NAGPUR,21.1498,79.0806,2016,Q1,12413,13459,4.9,161.7
UNITED ARAB EMIRATES,SHARJAH,25.35,55.43333,INDIA,TRIVANDRUM,8.3036,76.57,2016,Q1,44565,45084,22.1,722.2
UNITED ARAB EMIRATES,SHARJAH,25.35,55.43333,INDIA,VARANASI,25.1655,82.5722,2016,Q1,5990,6941,0.4,0.0
SINGAPORE,SINGAPORE,1.17,103.5,INDIA,AHMEDABAD,23.02,72.34,2016,Q1,8686,10364,413.6,566.8
SINGAPORE,SINGAPORE,1.17,103.5,INDIA,BENGALURU,13.370001,77.556,2016,Q1,36923,39601,1644.9,1707.8
SINGAPORE,SINGAPORE,1.17,103.5,INDIA,CHENNAI,13.033634,80.14573,2016,Q1,79502,93807,2782.6,2429.9
SINGAPORE,SINGAPORE,1.17,103.5,INDIA,COIMBATORE,11.01005,76.57209,2016,Q1,4782,5925,8.0,77.5
SINGAPORE,SINGAPORE,1.17,103.5,INDIA,DELHI,28.3636,77.1348,2016,Q1,84552,88822,4290.9,4268.2
SINGAPORE,SINGAPORE,1.17,103.5,INDIA,HYDERABAD,17.21576,78.283356,2016,Q1,20847,50507,174.4,147.5
SINGAPORE,SINGAPORE,1.17,103.5,INDIA,KOCHI,9.966667,76.266667,2016,Q1,17229,21748,47.5,176.0
SINGAPORE,SINGAPORE,1.17,103.5,INDIA,KOLKATA,22.3422,88.215,2016,Q1,14757,17354,458.8,700.3
SINGAPORE,SINGAPORE,1.17,103.5,INDIA,LUCKNOW,26.51,80.5512,2016,Q1,5022,5085,0.0,0.0
SINGAPORE,SINGAPORE,1.17,103.5,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,83269,96457,3873.3,3457.9
SINGAPORE,SINGAPORE,1.17,103.5,INDIA,TIRUCHIRAPALLY,10.4556,78.4254,2016,Q1,40710,42294,1.7,358.9
SINGAPORE,SINGAPORE,1.17,103.5,INDIA,TRIVANDRUM,8.3036,76.57,2016,Q1,4189,6228,9.2,35.1
SINGAPORE,SINGAPORE,1.17,103.5,INDIA,VISAKHAPATNAM,17.4215,83.1752,2016,Q1,2626,3807,1.5,4.5
AUSTRALIA,SYDNEY,-33.5204,151.1236,INDIA,DELHI,28.3636,77.1348,2016,Q1,9332,11315,51.8,218.4
TAIWAN,TAIPAE,25.02,121.38,INDIA,DELHI,28.3636,77.1348,2016,Q1,4218,9632,201.4,254.3
TAIWAN,TAIPAE,25.02,121.38,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,0,0,54.3,0.0
UZBEKISTAN,TASHKENT,41.184,69.1647,INDIA,AMRITSAR,31.3824,74.5136,2016,Q1,3316,3894,0.8,16.0
UZBEKISTAN,TASHKENT,41.184,69.1647,INDIA,DELHI,28.3636,77.1348,2016,Q1,8268,8628,49.9,401.1
ISRAEL,TEHRAN,35.4121,51.232,INDIA,DELHI,28.3636,77.1348,2016,Q1,6781,5946,18.4,124.2
ISRAEL,TEHRAN,35.4121,51.232,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,4209,4044,7.2,97.3
ISRAEL,TELAVIV,32.08,34.78,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,7683,8489,188.7,333.2
JAPAN,TOKYO,35.4123,139.4132,INDIA,DELHI,28.3636,77.1348,2016,Q1,12619,14472,1236.1,837.2
CANADA,TORONTO,43.443,-79.2224,INDIA,DELHI,28.3636,77.1348,2016,Q1,28745,29291,867.2,522.9
AUSTRIA,VIENNA,48.12,16.22,INDIA,DELHI,28.3636,77.1348,2016,Q1,10892,13463,453.9,588.4
SWITZERLAND,ZURICH,47.383333,8.533333,INDIA,DELHI,28.3636,77.1348,2016,Q1,18244,19592,958.5,1449.5
SWITZERLAND,ZURICH,47.383333,8.533333,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,13458,19164,1347.9,1032.4
UNITED ARAB EMIRATES,ABUDHABI,24.28,54.22,INDIA,AHMEDABAD,23.02,72.34,2016,Q2,25423,25368,82.5,87.2
UNITED ARAB EMIRATES,ABUDHABI,24.28,54.22,INDIA,BENGALURU,13.370001,77.556,2016,Q2,31013,33514,86.4,298.0
UNITED ARAB EMIRATES,ABUDHABI,24.28,54.22,INDIA,CHENNAI,13.033634,80.14573,2016,Q2,37480,37873,26.6,290.0
UNITED ARAB EMIRATES,ABUDHABI,24.28,54.22,INDIA,DELHI,28.3636,77.1348,2016,Q2,85105,84365,1841.4,2442.0
UNITED ARAB EMIRATES,ABUDHABI,24.28,54.22,INDIA,GOA,15.401944,74.043333,2016,Q2,3984,4339,0.3,0.1
UNITED ARAB EMIRATES,ABUDHABI,24.28,54.22,INDIA,HYDERABAD,17.21576,78.283356,2016,Q2,41783,46692,114.1,465.9
UNITED ARAB EMIRATES,ABUDHABI,24.28,54.22,INDIA,JAIPUR,26.09,75.8,2016,Q2,7283,9156,25.0,37.6
UNITED ARAB EMIRATES,ABUDHABI,24.28,54.22,INDIA,KOCHI,9.966667,76.266667,2016,Q2,59524,69596,22.8,691.5
UNITED ARAB EMIRATES,ABUDHABI,24.28,54.22,INDIA,KOLKATA,22.3422,88.215,2016,Q2,9827,10536,8.1,35.0
UNITED ARAB EMIRATES,ABUDHABI,24.28,54.22,INDIA,KOZHIKODE,11.153452,75.4649,2016,Q2,42538,56472,52.8,627.4
UNITED ARAB EMIRATES,ABUDHABI,24.28,54.22,INDIA,LUCKNOW,26.51,80.5512,2016,Q2,11870,11557,1.0,107.9
UNITED ARAB EMIRATES,ABUDHABI,24.28,54.22,INDIA,MANGALORE,12.52,74.53,2016,Q2,14737,17535,6.3,25.8
UNITED ARAB EMIRATES,ABUDHABI,24.28,54.22,INDIA,MUMBAI,19.010288,72.5132,2016,Q2,87665,117706,1839.9,2490.8
UNITED ARAB EMIRATES,ABUDHABI,24.28,54.22,INDIA,PUNE,18.32,73.51,2016,Q2,10069,11509,0.0,0.0
UNITED ARAB EMIRATES,ABUDHABI,24.28,54.22,INDIA,TRIVANDRUM,8.3036,76.57,2016,Q2,31860,37100,7.2,455.6
ETHIOPIA,ADDIS ABABA,9.148,38.4424,INDIA,DELHI,28.3636,77.1348,2016,Q2,9856,12790,45.9,66.2
YEMEN,ADEN,12.48,45.02,INDIA,MUMBAI,19.010288,72.5132,2016,Q2,1676,1543,0.0,14.4
UNITED ARAB EMIRATES,AL AIN,24.1227,55.4441,INDIA,KOZHIKODE,11.153452,75.4649,2016,Q2,3533,5144,0.0,0.0
UNITED ARAB EMIRATES,AL AIN,24.1227,55.4441,INDIA,TRIVANDRUM,8.3036,76.57,2016,Q2,9,20,0.0,0.0
KAZAKHSTAN,ALMATY,43.1639,76.5345,INDIA,DELHI,28.3636,77.1348,2016,Q2,10165,11904,5.5,177.0
KAZAKHSTAN,ALMATY,43.1639,76.5345,INDIA,GOA,15.401944,74.043333,2016,Q2,3015,3419,0.0,0.0
NETHERLANDS,AMSTERDAM,52.2222,4.5337,INDIA,DELHI,28.3636,77.1348,2016,Q2,41430,47540,1903.9,1908.9
NETHERLANDS,AMSTERDAM,52.2222,4.5337,INDIA,MUMBAI,19.010288,72.5132,2016,Q2,24731,29094,1633.6,1576.4
TURKMENISTAN,ASHGABAT,37.58,58.2,INDIA,AMRITSAR,31.3824,74.5136,2016,Q2,7795,7460,0.0,14.8
TURKMENISTAN,ASHGABAT,37.58,58.2,INDIA,DELHI,28.3636,77.1348,2016,Q2,3736,3722,0.0,32.7
BAHRAIN,BAHRAIN,26.0675,50.55111,INDIA,BENGALURU,13.370001,77.556,2016,Q2,0,0,1.7,0.0
BAHRAIN,BAHRAIN,26.0675,50.55111,INDIA,CHENNAI,13.033634,80.14573,2016,Q2,16715,17462,17.3,324.5
BAHRAIN,BAHRAIN,26.0675,50.55111,INDIA,DELHI,28.3636,77.1348,2016,Q2,31621,30944,150.3,508.7
BAHRAIN,BAHRAIN,26.0675,50.55111,INDIA,HYDERABAD,17.21576,78.283356,2016,Q2,13989,15370,3.1,158.2
BAHRAIN,BAHRAIN,26.0675,50.55111,INDIA,KOCHI,9.966667,76.266667,2016,Q2,13849,16518,16.0,298.9
BAHRAIN,BAHRAIN,26.0675,50.55111,INDIA,KOZHIKODE,11.153452,75.4649,2016,Q2,7056,8462,0.0,82.7
BAHRAIN,BAHRAIN,26.0675,50.55111,INDIA,MANGALORE,12.52,74.53,2016,Q2,483,2228,0.0,0.0
BAHRAIN,BAHRAIN,26.0675,50.55111,INDIA,MUMBAI,19.010288,72.5132,2016,Q2,30798,36773,25.4,847.8
BAHRAIN,BAHRAIN,26.0675,50.55111,INDIA,TRIVANDRUM,8.3036,76.57,2016,Q2,13036,13198,14.4,152.7
AZERBAIJAN,BAKU,40.2343,49.5256,INDIA,GOA,15.401944,74.043333,2016,Q2,8414,8600,0.0,0.0
THAILAND,BANGKOK,13.45,100.31,INDIA,BENGALURU,13.370001,77.556,2016,Q2,21942,23038,938.4,1069.0
THAILAND,BANGKOK,13.45,100.31,INDIA,CHENNAI,13.033634,80.14573,2016,Q2,27984,30250,1058.5,1497.6
THAILAND,BANGKOK,13.45,100.31,INDIA,DELHI,28.3636,77.1348,2016,Q2,109363,111528,3053.5,932.5
THAILAND,BANGKOK,13.45,100.31,INDIA,GAYA,24.45,85.0036,2016,Q2,7779,2851,0.0,0.0
THAILAND,BANGKOK,13.45,100.31,INDIA,HYDERABAD,17.21576,78.283356,2016,Q2,15736,17042,754.4,719.9
THAILAND,BANGKOK,13.45,100.31,INDIA,JAIPUR,26.09,75.8,2016,Q2,4046,4540,0.0,0.0
THAILAND,BANGKOK,13.45,100.31,INDIA,KOLKATA,22.3422,88.215,2016,Q2,69596,66683,760.3,1250.3
THAILAND,BANGKOK,13.45,100.31,INDIA,LUCKNOW,26.51,80.5512,2016,Q2,3336,2999,0.0,0.0
THAILAND,BANGKOK,13.45,100.31,INDIA,MUMBAI,19.010288,72.5132,2016,Q2,100312,102633,4058.3,2202.0
THAILAND,BANGKOK,13.45,100.31,INDIA,VARANASI,25.1655,82.5722,2016,Q2,2133,5161,0.0,0.0
IRAQ,BASRA,30.29,47.49,INDIA,DELHI,28.3636,77.1348,2016,Q2,1967,1999,0.0,0.0
UNITED KINGDOM,BIRMINGHAM,52.2848,-1.549,INDIA,AMRITSAR,31.3824,74.5136,2016,Q2,8414,6881,0.4,0.0
UNITED KINGDOM,BIRMINGHAM,52.2848,-1.549,INDIA,DELHI,28.3636,77.1348,2016,Q2,12110,12835,377.8,276.2
KYRGYZSTAN,BISHKEK,42.52,74.34,INDIA,DELHI,28.3636,77.1348,2016,Q2,3206,3900,3.2,56.1
BELGIUM,BRUSELLS,50.5,4.21,INDIA,MUMBAI,19.010288,72.5132,2016,Q2,465,237,8.8,2.2
EGYPT,CAIRO,30.24,31.149,INDIA,MUMBAI,19.010288,72.5132,2016,Q2,4520,4966,8.5,93.3
UNITED STATES,CHICAGO,41.5255,-87.374,INDIA,DELHI,28.3636,77.1348,2016,Q2,17874,24144,591.9,312.2
UNITED STATES,CHICAGO,41.5255,-87.374,INDIA,HYDERABAD,17.21576,78.283356,2016,Q2,2995,3538,22.9,0.0
BANGLADESH,CHITTAGONG,22.19,91.49,INDIA,KOLKATA,22.3422,88.215,2016,Q2,16460,15515,0.0,0.6
GERMANY,COLOGNE,50.56,6.57,INDIA,MUMBAI,19.010288,72.5132,2016,Q2,0,0,0.0,1009.9
SRI LANKA,COLOMBO,6.54,79.5,INDIA,BENGALURU,13.370001,77.556,2016,Q2,20402,19938,670.1,896.0
SRI LANKA,COLOMBO,6.54,79.5,INDIA,CHENNAI,13.033634,80.14573,2016,Q2,80312,80269,1123.5,2298.9
SRI LANKA,COLOMBO,6.54,79.5,INDIA,DELHI,28.3636,77.1348,2016,Q2,27847,27151,319.3,216.5
SRI LANKA,COLOMBO,6.54,79.5,INDIA,KOCHI,9.966667,76.266667,2016,Q2,16438,16075,50.9,246.2
SRI LANKA,COLOMBO,6.54,79.5,INDIA,KOLKATA,22.3422,88.215,2016,Q2,4854,4400,2.3,36.4
SRI LANKA,COLOMBO,6.54,79.5,INDIA,MADURAI,9.5512,78.0712,2016,Q2,18875,19811,0.0,0.0
SRI LANKA,COLOMBO,6.54,79.5,INDIA,MUMBAI,19.010288,72.5132,2016,Q2,41601,41963,272.4,475.0
SRI LANKA,COLOMBO,6.54,79.5,INDIA,TIRUCHIRAPALLY,10.4556,78.4254,2016,Q2,16112,16054,7.3,191.8
SRI LANKA,COLOMBO,6.54,79.5,INDIA,TRIVANDRUM,8.3036,76.57,2016,Q2,5793,8599,10.9,238.6
SAUDI ARABIA,DAMMAM,26.17,50.12,INDIA,CHENNAI,13.033634,80.14573,2016,Q2,3195,2442,42.8,104.5
SAUDI ARABIA,DAMMAM,26.17,50.12,INDIA,DELHI,28.3636,77.1348,2016,Q2,29268,30671,395.4,262.5
SAUDI ARABIA,DAMMAM,26.17,50.12,INDIA,HYDERABAD,17.21576,78.283356,2016,Q2,7983,8427,1.2,11.9
SAUDI ARABIA,DAMMAM,26.17,50.12,INDIA,KOCHI,9.966667,76.266667,2016,Q2,8257,11106,20.0,308.1
SAUDI ARABIA,DAMMAM,26.17,50.12,INDIA,KOZHIKODE,11.153452,75.4649,2016,Q2,13273,15518,15.2,214.6
SAUDI ARABIA,DAMMAM,26.17,50.12,INDIA,MANGALORE,12.52,74.53,2016,Q2,4242,4325,0.0,22.8
SAUDI ARABIA,DAMMAM,26.17,50.12,INDIA,MUMBAI,19.010288,72.5132,2016,Q2,15513,20701,65.3,1076.4
SAUDI ARABIA,DAMMAM,26.17,50.12,INDIA,TRIVANDRUM,8.3036,76.57,2016,Q2,10303,12980,2.5,148.6
BANGLADESH,DHAKA,23.44,90.23,INDIA,CHENNAI,13.033634,80.14573,2016,Q2,2425,1746,12.1,56.2
BANGLADESH,DHAKA,23.44,90.23,INDIA,DELHI,28.3636,77.1348,2016,Q2,15292,13858,164.6,129.9
BANGLADESH,DHAKA,23.44,90.23,INDIA,KOLKATA,22.3422,88.215,2016,Q2,62247,70283,303.9,377.8
BANGLADESH,DHAKA,23.44,90.23,INDIA,MUMBAI,19.010288,72.5132,2016,Q2,13845,12756,196.2,85.9
QATAR,DOHA,25.18,51.32,INDIA,AHMEDABAD,23.02,72.34,2016,Q2,12485,15177,586.9,1621.5
QATAR,DOHA,25.18,51.32,INDIA,AMRITSAR,31.3824,74.5136,2016,Q2,14811,15272,5.6,45.7
QATAR,DOHA,25.18,51.32,INDIA,BENGALURU,13.370001,77.556,2016,Q2,21651,24010,2014.6,3391.5
QATAR,DOHA,25.18,51.32,INDIA,CHENNAI,13.033634,80.14573,2016,Q2,23699,23608,4259.8,5081.4
QATAR,DOHA,25.18,51.32,INDIA,DELHI,28.3636,77.1348,2016,Q2,67142,68411,2103.3,4557.7
QATAR,DOHA,25.18,51.32,INDIA,GOA,15.401944,74.043333,2016,Q2,13523,15764,1.5,56.2
QATAR,DOHA,25.18,51.32,INDIA,HYDERABAD,17.21576,78.283356,2016,Q2,14552,14387,398.7,1442.4
QATAR,DOHA,25.18,51.32,INDIA,KOCHI,9.966667,76.266667,2016,Q2,48312,54474,228.0,2351.7
QATAR,DOHA,25.18,51.32,INDIA,KOLKATA,22.3422,88.215,2016,Q2,18737,19381,1234.7,1507.2
QATAR,DOHA,25.18,51.32,INDIA,KOZHIKODE,11.153452,75.4649,2016,Q2,32836,39897,4.0,394.7
QATAR,DOHA,25.18,51.32,INDIA,MANGALORE,12.52,74.53,2016,Q2,3292,4922,0.0,0.1
QATAR,DOHA,25.18,51.32,INDIA,MUMBAI,19.010288,72.5132,2016,Q2,51463,56593,5326.2,7535.7
QATAR,DOHA,25.18,51.32,INDIA,NAGPUR,21.1498,79.0806,2016,Q2,5548,7647,0.1,56.3
QATAR,DOHA,25.18,51.32,INDIA,TRIVANDRUM,8.3036,76.57,2016,Q2,20609,22824,2.8,367.4
THAILAND,DON MUEANG,13.5445,100.3624,INDIA,BENGALURU,13.370001,77.556,2016,Q2,10118,10051,115.2,113.7
THAILAND,DON MUEANG,13.5445,100.3624,INDIA,CHENNAI,13.033634,80.14573,2016,Q2,9716,9995,103.0,112.4
THAILAND,DON MUEANG,13.5445,100.3624,INDIA,GAYA,24.45,85.0036,2016,Q2,304,413,0.0,0.0
THAILAND,DON MUEANG,13.5445,100.3624,INDIA,KOCHI,9.966667,76.266667,2016,Q2,11320,12336,0.0,0.0
THAILAND,DON MUEANG,13.5445,100.3624,INDIA,KOLKATA,22.3422,88.215,2016,Q2,9055,8614,16.2,0.0
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,AHMEDABAD,23.02,72.34,2016,Q2,47507,54834,731.4,1466.9
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,AMRITSAR,31.3824,74.5136,2016,Q2,30672,30134,1.7,26.1
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,BENGALURU,13.370001,77.556,2016,Q2,87588,97670,3544.0,6588.1
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,CHANDIGARH,30.45,76.47,2016,Q2,14781,14684,0.0,0.0
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,CHENNAI,13.033634,80.14573,2016,Q2,115330,128156,3462.6,5382.8
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,DELHI,28.3636,77.1348,2016,Q2,259273,271806,3479.7,11523.7
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,GOA,15.401944,74.043333,2016,Q2,4186,4181,0.5,0.1
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,HYDERABAD,17.21576,78.283356,2016,Q2,113247,126199,853.6,4571.8
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,JAIPUR,26.09,75.8,2016,Q2,19244,19560,0.0,69.4
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,KOCHI,9.966667,76.266667,2016,Q2,136787,154962,648.6,4641.2
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,KOLKATA,22.3422,88.215,2016,Q2,38673,40235,804.4,2513.1
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,KOZHIKODE,11.153452,75.4649,2016,Q2,68409,76598,24.0,515.4
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,LUCKNOW,26.51,80.5512,2016,Q2,20324,19795,2.1,42.6
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,MADURAI,9.5512,78.0712,2016,Q2,13579,15548,0.0,0.0
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,MANGALORE,12.52,74.53,2016,Q2,51665,56968,2.1,177.8
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,MUMBAI,19.010288,72.5132,2016,Q2,282922,323206,4647.9,13634.3
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,PUNE,18.32,73.51,2016,Q2,18148,20024,0.0,0.0
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,TIRUCHIRAPALLY,10.4556,78.4254,2016,Q2,11768,12536,1.2,43.3
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,TRIVANDRUM,8.3036,76.57,2016,Q2,72433,79177,88.8,3599.5
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,VISAKHAPATNAM,17.4215,83.1752,2016,Q2,4962,3798,0.3,0.0
TAJIKISTAN,DUSHANBE,38.33,68.48,INDIA,DELHI,28.3636,77.1348,2016,Q2,1110,1172,2.4,42.7
GERMANY,FRANKFURT,50.0638,8.4056,INDIA,BENGALURU,13.370001,77.556,2016,Q2,23518,26934,2198.9,1517.5
GERMANY,FRANKFURT,50.0638,8.4056,INDIA,CHENNAI,13.033634,80.14573,2016,Q2,16772,20286,1582.8,1069.0
GERMANY,FRANKFURT,50.0638,8.4056,INDIA,DELHI,28.3636,77.1348,2016,Q2,56692,61509,1370.7,2098.7
GERMANY,FRANKFURT,50.0638,8.4056,INDIA,HYDERABAD,17.21576,78.283356,2016,Q2,0,0,375.6,1489.9
GERMANY,FRANKFURT,50.0638,8.4056,INDIA,MUMBAI,19.010288,72.5132,2016,Q2,23267,29992,3924.6,2562.9
GERMANY,FRANKFURT,50.0638,8.4056,INDIA,PUNE,18.32,73.51,2016,Q2,3462,3667,0.0,0.0
CHINA,GUANGZHOU,23.0632,113.1553,INDIA,DELHI,28.3636,77.1348,2016,Q2,30005,31761,2158.2,467.9
CHINA,GUANGZHOU,23.0632,113.1553,INDIA,MUMBAI,19.010288,72.5132,2016,Q2,0,0,0.0,342.9
MALDIVES,HAA DHAALU ATOLL,6.48,6.3,INDIA,TRIVANDRUM,8.3036,76.57,2016,Q2,604,835,0.0,0.7
FINLAND,HELNSKI,60.1,24.56,INDIA,DELHI,28.3636,77.1348,2016,Q2,14155,16850,485.7,816.6
HONG KONG,HONG KONG,22.17,114.1,INDIA,BENGALURU,13.370001,77.556,2016,Q2,10418,12364,951.2,1035.6
HONG KONG,HONG KONG,22.17,114.1,INDIA,CHENNAI,13.033634,80.14573,2016,Q2,14821,17018,5556.3,3958.0
HONG KONG,HONG KONG,22.17,114.1,INDIA,DELHI,28.3636,77.1348,2016,Q2,68335,76252,11043.1,3176.0
HONG KONG,HONG KONG,22.17,114.1,INDIA,HYDERABAD,17.21576,78.283356,2016,Q2,6588,9220,656.3,943.6
HONG KONG,HONG KONG,22.17,114.1,INDIA,KOLKATA,22.3422,88.215,2016,Q2,6302,8362,735.2,420.9
HONG KONG,HONG KONG,22.17,114.1,INDIA,MUMBAI,19.010288,72.5132,2016,Q2,45674,53765,5365.2,3564.3
TURKEY,ISTANBUL,41.0049,28.5718,INDIA,DELHI,28.3636,77.1348,2016,Q2,29373,31520,1168.1,1367.6
TURKEY,ISTANBUL,41.0049,28.5718,INDIA,MUMBAI,19.010288,72.5132,2016,Q2,25858,32708,1423.1,1845.9
SAUDI ARABIA,JEDDAH,21.3,39.11,INDIA,BENGALURU,13.370001,77.556,2016,Q2,7042,6915,85.2,282.5
